features,funny,happy,sad,scary,tender,trance
"[143.5546875, 4.1529077861923724e-05, 8.069661134868511e-07, 0.9314717054367065, 0.002180703217163682, -580.9819946289062, 185.3653106689453, -0.14574553072452545, 18.308809280395508, 0.6587796807289124, -16.33940315246582, 7.016567707061768, -15.055148124694824, -16.81893539428711, 0.9150241613388062, -5.0099406242370605, -2.5924413204193115, -3.8775863647460938, -9.868441581726074, -11.212045669555664, -16.82181739807129, -12.237523078918457, -3.948734760284424, 0.19355426728725433, 0.6597244739532471, 29.21823501586914, 16.457111358642578, 16.210905075073242, 13.67033863067627, 7.053972244262695, 8.319661140441895, 9.757909774780273, 7.490589141845703, 9.568849563598633, 8.252589225769043, 9.35508918762207, 9.265952110290527, 14.567545890808105, 16.171695709228516, 11.493855476379395, 12.834362983703613, 12.06850814819336, 11.334360122680664, 14.012636184692383, 11.983867645263672, 0.29048627614974976, 0.05473212152719498, 0.4578985571861267, 0.03607385978102684, 0.11171424388885498, 0.0897916927933693, 0.11353841423988342, 0.48270365595817566, 0.12232302874326706, 0.21068280935287476, 0.22140105068683624, 0.15173889696598053, 767.6690800790179, 104.07242634294805, 971.4562352851117, 135.50698189315136, 18.180443482527156, 18.341038986328513, 26.66246165292455, 28.822630869217416, 25.106023905263235, 23.52996933593763, 44.10712294949856, 4.438190803010662, 4.357537551429456, 4.70471250498315, 4.391870837056223, 5.434482656023436, 2.894106652564124, 3.214816488014084]",0,0,1,0,0,0
"[161.4990234375, 0.008210303261876106, 0.00019497027096804231, 0.9502120018005371, 0.03214242309331894, -253.82772827148438, 214.7653350830078, -30.761783599853516, 17.215116500854492, 20.976285934448242, 8.986696243286133, -0.6880910992622375, 4.2195868492126465, -2.574457883834839, 3.909759521484375, -0.4431089460849762, -1.0142197608947754, 2.2166738510131836, -2.8946642875671387, 0.9703121185302734, -3.3669347763061523, -3.0817978382110596, 0.1901022046804428, -5.095809459686279, -1.7288461923599243, 50.553863525390625, 17.47667694091797, 29.34798240661621, 19.184507369995117, 8.658459663391113, 6.853029251098633, 5.837307929992676, 4.972259044647217, 5.261608600616455, 4.653770446777344, 5.538476467132568, 5.956634044647217, 6.106424331665039, 5.8722243309021, 5.737144470214844, 5.16521692276001, 4.862100124359131, 6.380730152130127, 5.838293075561523, 6.3074727058410645, 0.19523413479328156, 0.03171834349632263, 0.0634232610464096, 0.15408314764499664, 0.21050788462162018, 0.15022344887256622, 0.10169412195682526, 0.16823753714561462, 0.09924882650375366, 0.21601293981075287, 0.4803639352321625, 0.24766504764556885, 780.4813470866786, 262.91210109463594, 984.4352829205421, 171.16643183936282, 22.934242922979422, 17.849705488312203, 18.93789413364434, 16.844674425469215, 20.399708211115097, 20.189073909399546, 48.00287861534933, 4.315579105007241, 3.7380936783052374, 4.307156995015494, 2.8162184829452546, 2.9763540951663314, 1.8528850904724556, 3.985106610353024]",0,0,0,1,0,0
"[135.99917763157896, 0.04996621236205101, 0.021749282255768776, 0.5144791007041931, 0.11083155125379562, -31.20054054260254, 76.1683578491211, 23.24334144592285, 13.808149337768555, 2.176823854446411, 5.849512100219727, -0.41533106565475464, 7.07677698135376, 3.2828757762908936, 8.440475463867188, 2.464550256729126, 6.145251750946045, 1.0441128015518188, 5.141048908233643, -0.15315045416355133, 3.115593433380127, -0.8967796564102173, 4.243128776550293, 1.295719861984253, 4.543206214904785, 30.834001541137695, 22.484718322753906, 11.157450675964355, 9.495680809020996, 7.812127590179443, 8.173715591430664, 7.400337219238281, 8.485345840454102, 7.632843971252441, 7.905824184417725, 7.582139492034912, 7.716365814208984, 8.49524211883545, 8.322937965393066, 6.595447540283203, 5.915197849273682, 6.251140117645264, 5.921141147613525, 6.050939559936523, 5.879873275756836, 0.1835417002439499, 0.20576724410057068, 0.10099048912525177, 0.0827995017170906, 0.2103041708469391, 0.2047492265701294, 0.18160681426525116, 0.4458138942718506, 0.46382081508636475, 0.4522441625595093, 0.36770692467689514, 0.15550833940505981, 2688.7689904076833, 840.8389593395989, 2999.1756138074516, 335.19097053301977, 19.38388092392746, 17.499838667483836, 19.82829196822254, 18.632407314195014, 15.23295988530906, 14.132400490342368, 45.952292650955066, 4.96564242376772, 4.25173938458404, 4.262096394398301, 2.770414837586877, 1.9944398894802313, 1.1601150585583686, 2.979103109874213]",0,0,0,0,0,1
"[135.99917763157896, 0.006274480372667313, 0.0002923677093349397, 0.9298897385597229, 0.05889038369059563, -366.3191223144531, 72.00242614746094, -68.1871109008789, -15.50915241241455, -7.452193737030029, -0.40759000182151794, 16.329875946044922, -6.160057067871094, 1.032204270362854, 5.982707977294922, -3.8466835021972656, 1.55350923538208, -1.1772950887680054, -1.9548933506011963, -1.170332670211792, -4.758789539337158, 0.4697253704071045, 0.9663370251655579, -0.4256429374217987, -1.5842880010604858, 110.62566375732422, 46.76517868041992, 47.33648681640625, 14.821115493774414, 9.998124122619629, 10.306880950927734, 12.433098793029785, 10.027140617370605, 8.085094451904297, 9.255802154541016, 10.732054710388184, 10.179798126220703, 11.385683059692383, 10.857011795043945, 10.31758975982666, 11.515317916870117, 8.23026180267334, 9.263374328613281, 9.020288467407227, 9.265191078186035, 0.14937308430671692, 0.3506789207458496, 0.3260142505168915, 0.10965260863304138, 0.371796190738678, 0.1193961501121521, 0.18006736040115356, 0.13019682466983795, 0.17967665195465088, 0.371642529964447, 0.1673695296049118, 0.15008701384067535, 1238.8549093303668, 758.8341456829587, 698.6602389522997, 462.78759554599424, 15.736328862450732, 14.148931721039157, 18.798661645077196, 24.212428018749307, 29.42797703851114, 30.53038127780831, 40.23137596872739, 6.069375511901433, 5.925032398144538, 4.555225032139348, 4.965023001192269, 7.14579790131856, 6.548609949900868, 10.861729197584578]",0,1,0,0,0,0
"[143.5546875, 0.0672021359205246, 0.020187120884656906, 0.4843728244304657, 0.10260166972875595, -38.34996795654297, 95.57979583740234, 17.107196807861328, 11.703306198120117, 6.487505912780762, 17.85536003112793, 9.199100494384766, 9.048118591308594, 5.456859111785889, 8.5101900100708, 2.83115816116333, 6.642880439758301, 1.6250447034835815, 6.636055946350098, 0.2793852686882019, 2.099238395690918, -0.1388523280620575, 1.4230965375900269, 0.9534681439399719, 2.593454360961914, 38.73766326904297, 19.063779830932617, 13.1331787109375, 9.236851692199707, 8.162979125976562, 9.741851806640625, 7.8200883865356445, 7.474445343017578, 8.765024185180664, 6.6033549308776855, 7.171815872192383, 5.956664085388184, 6.633398532867432, 5.808643341064453, 4.522840976715088, 4.4460272789001465, 5.299797058105469, 4.711088180541992, 4.658714771270752, 5.895591735839844, 0.40139132738113403, 0.1992819756269455, 0.22018931806087494, 0.22041592001914978, 0.21951673924922943, 0.2129184752702713, 0.297427773475647, 0.24874691665172577, 0.3487921953201294, 0.4328601360321045, 0.2714363634586334, 0.1868048906326294, 2149.970578301412, 595.3138168866636, 2784.0084003669945, 387.0657929890066, 18.893798429860137, 11.34073050805719, 13.5905251166745, 13.938116852391843, 15.214824649147518, 15.022301751378404, 44.80247640856616, 5.307939898286735, 5.066631477175331, 4.357583808768722, 3.262175983547037, 2.3628160167939023, 1.6399365075449506, 2.9896655731119175]",0,0,0,0,0,1
"[89.10290948275862, 0.024868279695510864, 0.014598852023482323, 0.7109997272491455, 0.047019097954034805, -18.922908782958984, 68.28233337402344, 12.96318531036377, 18.604408264160156, 10.36673641204834, 6.1376166343688965, -0.7209725379943848, 4.739321231842041, -4.8532233238220215, 0.4892592430114746, -0.9898901581764221, 2.373547315597534, -2.9106884002685547, -0.6128753423690796, 0.08704888075590134, 1.710232138633728, -1.1346874237060547, -0.5031258463859558, 0.5673438906669617, 0.834786593914032, 44.875308990478516, 24.4898624420166, 22.623332977294922, 16.719146728515625, 11.857200622558594, 13.887373924255371, 10.434408187866211, 6.900683403015137, 7.181493282318115, 6.739931106567383, 6.628365516662598, 6.566646099090576, 6.113503932952881, 5.63543701171875, 6.737210750579834, 7.320119380950928, 7.044663906097412, 6.38132905960083, 7.441648483276367, 5.936247825622559, 0.15778681635856628, 0.26786288619041443, 0.3613000810146332, 0.21697863936424255, 0.2944754362106323, 0.2419767826795578, 0.3850477933883667, 0.28144368529319763, 0.1643202304840088, 0.2909843623638153, 0.17117683589458466, 0.24680481851100922, 3041.483138412431, 853.7065901525006, 2968.6249239395443, 388.74330476959483, 19.64263907212314, 15.562822974179248, 17.519997086538524, 17.865165612709614, 17.47993851116474, 16.62142619887374, 46.32425331738022, 4.966325810763275, 3.8417102796074967, 4.254421736424898, 3.2492474699068925, 2.763283408006394, 2.1966308275172697, 3.267913971403819]",0,1,0,0,0,0
"[184.5703125, 0.002591521479189396, 7.335670670727268e-05, 0.784266471862793, 0.021593140438199043, -383.6995544433594, 185.90771484375, 32.5057373046875, 20.063276290893555, 10.912869453430176, 0.46342796087265015, -7.106652736663818, -8.442883491516113, -7.081387519836426, 0.435233473777771, -1.915708303451538, -11.087370872497559, -3.4036998748779297, 4.464481830596924, -2.798398971557617, -4.708000659942627, 7.219027042388916, 5.467217445373535, -7.229159355163574, -12.978906631469727, 47.84483337402344, 14.26003360748291, 16.141813278198242, 7.396130084991455, 7.4617228507995605, 6.079832553863525, 6.420376300811768, 4.414562225341797, 6.295754909515381, 5.49210262298584, 5.978933334350586, 10.010125160217285, 11.846441268920898, 11.321494102478027, 8.551918029785156, 12.023818016052246, 11.956459045410156, 11.760082244873047, 15.193893432617188, 14.927176475524902, 0.14517077803611755, 0.006155472714453936, 0.23109857738018036, 0.08446260541677475, 0.009592488408088684, 0.15789861977100372, 0.1552392542362213, 0.43323901295661926, 0.34664562344551086, 0.468247652053833, 0.2621195316314697, 0.03484482690691948, 625.8646669566583, 146.2800819201328, 1000.9011246906867, 225.88001346484802, 18.327136458577204, 19.800826418664663, 25.46149027397008, 22.03733348246584, 24.37527953360919, 19.87710877130268, 46.976761770528775, 4.619860743842205, 4.759033795621798, 4.125496445036208, 3.818741391811776, 3.821220664161355, 3.767133808810018, 4.246056419196418]",0,0,1,0,0,0
"[143.5546875, 0.0018213558942079544, 0.0006742398254573345, 0.6975328922271729, 0.04147171601653099, -284.7356872558594, 148.4718475341797, -8.986796379089355, 12.006485939025879, -4.800492286682129, -1.0419960021972656, -13.44057846069336, 2.1927356719970703, -3.473764181137085, -5.287098407745361, -10.044710159301758, 1.434350848197937, -3.592103958129883, 1.919150710105896, -4.082701206207275, 0.20828017592430115, -2.7028825283050537, -0.6771820783615112, -1.2884447574615479, 2.6859450340270996, 166.55242919921875, 44.244014739990234, 28.634475708007812, 11.287757873535156, 13.227997779846191, 6.448331832885742, 8.728384017944336, 6.827792644500732, 6.7008748054504395, 6.220858097076416, 6.090232849121094, 5.25964879989624, 6.9471516609191895, 5.910501956939697, 5.381860256195068, 5.40142822265625, 5.989787578582764, 4.025771141052246, 5.035099029541016, 5.33366060256958, 0.18047696352005005, 0.27748358249664307, 0.4200466275215149, 0.3485346734523773, 0.3245844542980194, 0.17637014389038086, 0.22639216482639313, 0.17471137642860413, 0.1815473884344101, 0.23691731691360474, 0.2947310209274292, 0.23578527569770813, 1315.3964085560058, 538.40863466762, 1512.6719693190498, 547.2875637490789, 17.228281245000186, 14.031517274259748, 16.656926146213724, 17.53905267016876, 19.177770505171548, 18.966190263011924, 53.21634058630023, 4.809343008145817, 3.5526569505180174, 3.6009808674046084, 3.1026263468395316, 2.3589484338545743, 2.557292210161021, 7.761240329236253]",0,0,0,1,0,0
"[112.34714673913044, 0.013717048801481724, 0.00821008812636137, 0.6473245024681091, 0.04386899620294571, -27.64225196838379, 76.975830078125, -11.856200218200684, 28.46659278869629, 9.488304138183594, 12.270918846130371, -2.882511854171753, 6.422065258026123, -0.6355759501457214, -0.1707485169172287, -5.658161163330078, -0.33705246448516846, -0.7347863912582397, -1.2080661058425903, -0.8412489891052246, 2.588766098022461, -3.324150562286377, -0.984653890132904, -4.041677474975586, -1.9380167722702026, 38.09027099609375, 21.693994522094727, 11.474849700927734, 13.825172424316406, 12.798503875732422, 7.260708332061768, 7.661107063293457, 6.883325576782227, 9.081314086914062, 8.10340690612793, 6.964898586273193, 5.8385910987854, 7.1695756912231445, 6.225924015045166, 5.709278106689453, 5.641990661621094, 5.722395896911621, 5.642050743103027, 5.876740455627441, 5.074967861175537, 0.194380983710289, 0.30796918272972107, 0.2318294793367386, 0.2605007588863373, 0.30105122923851013, 0.28208285570144653, 0.2856530249118805, 0.239381343126297, 0.42012709379196167, 0.260562539100647, 0.23472626507282257, 0.2569534480571747, 2610.82840100812, 507.97559702588285, 2557.878422925763, 271.1546676811142, 16.71059692009308, 15.60833079239433, 17.384918002102946, 16.52388125390752, 17.553587649429648, 16.729965515619284, 48.62886046702123, 4.441940749479018, 3.5241975468599094, 4.306004405229242, 3.0474194884265255, 2.5783147496530914, 2.052902794849469, 3.313966001610201]",0,0,0,0,1,0
"[151.99908088235293, 0.0033972656819969416, 0.0022115299943834543, 0.4927076995372772, 0.04628509283065796, -286.9104309082031, 119.95335388183594, 24.53066062927246, 21.63442039489746, 12.7969388961792, 18.271648406982422, 10.375035285949707, 11.377471923828125, 7.163050651550293, 7.510661602020264, 3.772637128829956, 6.350925922393799, 0.601844847202301, 2.5639405250549316, 0.03465395048260689, 0.9344425797462463, -1.9537358283996582, 0.03245859593153, -0.36987394094467163, 1.5873072147369385, 125.07148742675781, 72.30467987060547, 49.67662048339844, 34.4888916015625, 22.82143783569336, 19.339357376098633, 14.385297775268555, 11.140228271484375, 10.076579093933105, 8.644627571105957, 7.749279499053955, 5.9592766761779785, 7.047668933868408, 7.564534664154053, 7.123810291290283, 6.921310901641846, 7.3459696769714355, 5.841341018676758, 5.431433200836182, 5.398707389831543, 0.26650166511535645, 0.25055181980133057, 0.2474883496761322, 0.25753405690193176, 0.2984727621078491, 0.21609047055244446, 0.28869253396987915, 0.27583932876586914, 0.31819403171539307, 0.27700096368789673, 0.3186725378036499, 0.2865749001502991, 1500.549808950467, 1385.9288169155152, 1531.8757242531626, 1104.458339318341, 17.754822706771385, 15.553549287396995, 16.492222338831876, 16.967580863369143, 18.871403538969375, 17.81875455036877, 47.7969539064206, 5.104528432484514, 4.5179127535211805, 5.092314354755409, 5.342893355805963, 6.736804441625695, 4.789443904983518, 11.667872960727667]",0,0,0,0,0,1
"[112.34714673913044, 0.005538413766771555, 0.004083617590367794, 0.775589108467102, 0.055531732738018036, -150.71937561035156, 105.53030395507812, 0.30572834610939026, 24.392784118652344, 1.3684526681900024, 16.434730529785156, -8.389230728149414, 8.741181373596191, -5.965240478515625, 6.812093257904053, -3.5010859966278076, 10.436408042907715, -4.5844550132751465, 4.882781982421875, -5.4054694175720215, 5.1250386238098145, -5.05597448348999, 5.056917667388916, -6.363053321838379, 5.746241569519043, 44.26463317871094, 21.277738571166992, 16.888912200927734, 14.43196964263916, 12.225772857666016, 9.982619285583496, 8.249828338623047, 7.510429382324219, 8.108147621154785, 7.460554122924805, 6.13547420501709, 6.083145618438721, 6.112010478973389, 6.164923667907715, 5.442190170288086, 5.383177757263184, 6.27075719833374, 5.34368896484375, 5.425108432769775, 5.36893367767334, 0.15189604461193085, 0.11057449877262115, 0.4995332360267639, 0.47643765807151794, 0.222671777009964, 0.30357152223587036, 0.2934959828853607, 0.23861290514469147, 0.15079347789287567, 0.20764116942882538, 0.1469741314649582, 0.13029402494430542, 1992.999557290644, 659.2396490312692, 2374.6141631012147, 384.79536211605557, 23.72199285153677, 13.397045799185278, 16.3367953929824, 16.39054499152037, 17.544077724712658, 15.929060764747769, 61.479323156300104, 5.771961830457754, 3.5046847110797987, 3.6358109781700176, 2.8735434118495222, 2.616306978414504, 2.082865477558037, 4.9174146893264545]",0,0,0,0,0,1
"[99.38401442307692, 0.025200357660651207, 0.008735167793929577, 0.7086364030838013, 0.05100839212536812, -68.38507843017578, 81.6064224243164, -8.543339729309082, 31.307374954223633, 1.369075894355774, 4.772434711456299, 1.2218358516693115, 3.1393256187438965, -0.6329484581947327, 6.550136566162109, -2.4272141456604004, -1.3376356363296509, -6.851879596710205, -3.002732515335083, -9.030205726623535, -2.840637445449829, -4.710193634033203, 2.624964952468872, -2.8305916786193848, 1.9252922534942627, 44.640445709228516, 23.182479858398438, 22.42479133605957, 16.409725189208984, 16.534149169921875, 14.290863990783691, 11.537717819213867, 11.068904876708984, 9.23751163482666, 10.006590843200684, 10.290983200073242, 10.299091339111328, 8.772176742553711, 9.536036491394043, 9.022828102111816, 9.616240501403809, 10.671509742736816, 11.454621315002441, 10.899736404418945, 11.539294242858887, 0.31398439407348633, 0.3134436309337616, 0.25580862164497375, 0.20644164085388184, 0.22956500947475433, 0.3219323754310608, 0.2294185608625412, 0.20102986693382263, 0.23466341197490692, 0.20827175676822662, 0.4016802906990051, 0.29145926237106323, 2312.2194016015806, 804.8238403612021, 2392.2490731726184, 390.10465125043385, 16.32722167712775, 18.26827135226048, 19.88790809993107, 19.85751937929532, 18.627836716125657, 19.32337928210075, 51.20520002942678, 4.272567333166097, 5.2923664390395935, 5.539693501530903, 5.57821108668739, 4.391271656546017, 3.9782847619945136, 5.528970965323192]",1,0,0,0,0,0
"[67.99958881578948, 0.02270551770925522, 0.023981593549251556, 0.6329700350761414, 0.11518139392137527, -72.14411163330078, 39.03825378417969, 15.33306884765625, 9.466691017150879, 10.159059524536133, 16.720582962036133, 3.941202402114868, 14.626874923706055, 6.360260009765625, 10.977270126342773, 0.08948589861392975, 7.7838592529296875, 1.000016212463379, 3.8496968746185303, 3.8146462440490723, 10.337373733520508, -0.4412550926208496, 5.00813627243042, 0.2066470831632614, 4.799424171447754, 59.079341888427734, 35.45142364501953, 14.105242729187012, 11.627690315246582, 10.438806533813477, 7.997553825378418, 6.9372334480285645, 8.638716697692871, 7.507571697235107, 6.122117042541504, 8.162575721740723, 6.0801801681518555, 6.447228908538818, 7.304288864135742, 6.179006099700928, 5.684998512268066, 8.8197603225708, 5.950850963592529, 4.69711446762085, 7.23952579498291, 0.22949708998203278, 0.22251613438129425, 0.22949141263961792, 0.2160540670156479, 0.21280713379383087, 0.2132677286863327, 0.2751045823097229, 0.5052114129066467, 0.4619714021682739, 0.23180165886878967, 0.23071864247322083, 0.23180165886878967, 3763.2879016291536, 1573.2923195649512, 3006.9926236128704, 285.92498907925096, 19.5607593671626, 14.814173046052536, 15.215802859426557, 14.238599300662624, 16.09864167033697, 16.79621433438863, 48.24910706806427, 5.361433594099114, 3.7568725381891133, 4.131872037869097, 3.2421171637029293, 3.2486863612750563, 2.8290932610394894, 2.6909157437363462]",0,0,0,0,0,1
"[92.28515625, 0.020346932113170624, 0.008843692019581795, 0.863342821598053, 0.07996901124715805, -173.52874755859375, 101.78068542480469, 14.511357307434082, 19.745506286621094, 8.00899887084961, 13.489274978637695, 7.462860107421875, 15.859538078308105, 6.821053981781006, 8.351133346557617, -0.5584118962287903, 6.4068450927734375, 2.962946891784668, 7.794454574584961, 0.7180733680725098, 4.408180236816406, -6.202011585235596, 10.051124572753906, 1.7745592594146729, 6.938477516174316, 107.69824981689453, 46.569854736328125, 28.488201141357422, 25.06171226501465, 17.63792610168457, 13.247942924499512, 14.311735153198242, 13.226319313049316, 13.448307037353516, 11.264459609985352, 13.105106353759766, 9.61511516571045, 10.878731727600098, 9.130658149719238, 8.56957721710205, 7.752830982208252, 10.816741943359375, 8.706982612609863, 10.461193084716797, 9.785188674926758, 0.2660169005393982, 0.17941050231456757, 0.2761494517326355, 0.13728755712509155, 0.11089690774679184, 0.09438343346118927, 0.2639349400997162, 0.4477694630622864, 0.4198390543460846, 0.23726263642311096, 0.19537308812141418, 0.2800641655921936, 1937.572730165641, 1286.3732313964458, 2251.2422307575466, 755.9108313339264, 21.32806534038951, 15.309924375266753, 18.812210509385242, 21.569010947317206, 19.171027203181513, 20.112099254225914, 50.271144882835564, 4.431225699161643, 5.15296800815082, 6.084041329411263, 6.16323383489577, 4.51093043609332, 4.081320879358456, 5.351434846165916]",1,0,0,0,0,0
"[129.19921875, 0.001932657789438963, 0.0001257357798749581, 0.7562898397445679, 0.02529568411409855, -241.91180419921875, 136.1117706298828, -23.903974533081055, 20.43828773498535, 10.947209358215332, 10.0201416015625, -1.0634275674819946, 0.9437349438667297, -8.666345596313477, 2.188694715499878, 0.6459196209907532, -1.2853599786758423, -4.96303653717041, -0.4533756971359253, -5.250946998596191, -1.322810411453247, -8.513022422790527, -4.601583480834961, -5.277750492095947, 2.1563515663146973, 90.6384048461914, 34.74265670776367, 16.898876190185547, 10.742117881774902, 12.397862434387207, 8.649188995361328, 7.759532451629639, 6.796924591064453, 6.869575023651123, 7.471191883087158, 11.817590713500977, 7.636224269866943, 6.668142318725586, 5.854227066040039, 7.348494052886963, 7.590151786804199, 6.6278252601623535, 8.24316692352295, 5.491310119628906, 9.55438232421875, 0.41960790753364563, 0.053552400320768356, 0.2325579673051834, 0.0455283597111702, 0.36879512667655945, 0.2147466391324997, 0.11194911599159241, 0.440961092710495, 0.09711764007806778, 0.23324613273143768, 0.06012928485870361, 0.26508834958076477, 1642.7238408452126, 540.7966839933907, 1807.7042102499074, 478.4464871956308, 20.08200055515505, 17.2659380981662, 20.98252918311715, 22.25769434171824, 22.93408900735925, 21.495469477592714, 48.769011594769324, 4.843238504790723, 4.024850539333291, 3.749814730460204, 2.9642937000004355, 3.08014068826903, 4.335960225941477, 4.125733840105559]",0,0,0,0,1,0
"[161.4990234375, 0.014302678406238556, 0.018438221886754036, 0.517948567867279, 0.09282796084880829, -64.49829864501953, 133.87307739257812, -28.4354190826416, 24.645118713378906, -8.712869644165039, 9.945432662963867, -6.33829402923584, 7.322833061218262, -7.667886257171631, 1.7062197923660278, -1.5860995054244995, 4.829076290130615, -5.729962348937988, 3.967843770980835, -4.945559501647949, 3.603458881378174, -4.278570175170898, 0.92572420835495, -3.2615573406219482, 1.7302730083465576, 70.0804443359375, 29.674131393432617, 28.456825256347656, 18.452627182006836, 11.78576374053955, 9.76559066772461, 10.797683715820312, 7.518462181091309, 10.824504852294922, 7.621814250946045, 10.522407531738281, 7.385238170623779, 8.997183799743652, 8.207867622375488, 7.070050239562988, 8.192607879638672, 7.497114181518555, 7.802158355712891, 7.876880168914795, 7.975498199462891, 0.3654334247112274, 0.33809104561805725, 0.280544251203537, 0.27425289154052734, 0.25864872336387634, 0.3209085464477539, 0.2719283103942871, 0.30427640676498413, 0.2544384300708771, 0.18421608209609985, 0.21656495332717896, 0.2427869588136673, 1617.9451241876877, 481.943725387579, 1758.8394248854486, 346.18439665849905, 13.753240189966972, 13.330608530184914, 14.675707416676964, 15.621569857354885, 18.664853328955015, 23.074177972058063, 55.27751716130708, 4.217231449419888, 4.085517189680114, 3.7623211744320906, 3.116199970495166, 3.534661335591223, 4.283291776689625, 5.558801592243317]",0,0,0,1,0,0
"[129.19921875, 0.010402089916169643, 0.0010696607641875744, 0.8696838021278381, 0.043638769537210464, -144.34686279296875, 156.93377685546875, -15.188331604003906, 25.223251342773438, 2.555276870727539, 6.783852577209473, 1.6694787740707397, 7.700490474700928, 0.044725604355335236, 4.142985820770264, 1.318074345588684, 4.069594860076904, -2.4602134227752686, -3.3055403232574463, 1.691980004310608, 1.4730409383773804, -6.29516077041626, 7.124427795410156, 3.883072853088379, -10.7504301071167, 44.85899353027344, 21.46957778930664, 11.982035636901855, 8.186452865600586, 6.102346897125244, 6.775269508361816, 6.4019317626953125, 5.272452354431152, 4.617544174194336, 5.271120071411133, 5.270927906036377, 6.384227752685547, 4.281435489654541, 4.885424613952637, 4.687496662139893, 3.9443860054016113, 4.600455284118652, 4.487339496612549, 4.888498306274414, 5.475778102874756, 0.1114981546998024, 0.013125107623636723, 0.09236206859350204, 0.3008531928062439, 0.0877397432923317, 0.04055814445018768, 0.1625441014766693, 0.35966727137565613, 0.6874908208847046, 0.2582010328769684, 0.1547040194272995, 0.24392160773277283, 1293.8526716105346, 260.8660793444447, 1674.701601767896, 306.408396513046, 17.44110592464449, 14.587738398337493, 16.625839130589686, 19.72385411879711, 21.383851771561172, 22.82713631179324, 52.05909081955896, 4.301966629537993, 3.2862873623872884, 3.3172506184679267, 3.3231700082148197, 3.13363913613404, 4.3435725728240255, 4.914074238567361]",0,0,0,1,0,0
"[92.28515625, 0.002766316756606102, 5.8251720474800095e-05, 0.8015013337135315, 0.022394472733139992, -407.8279724121094, 218.70700073242188, 54.355918884277344, 0.8493480682373047, 8.524004936218262, -1.6081219911575317, -11.445562362670898, -6.953073978424072, -10.416634559631348, -15.639665603637695, -9.953104972839355, -5.166493892669678, -6.274961471557617, -8.590094566345215, -10.253427505493164, -8.971516609191895, -3.1581151485443115, 2.9504542350769043, 3.7731025218963623, 1.027732491493225, 23.494932174682617, 15.72956371307373, 11.978424072265625, 12.168889045715332, 5.5599775314331055, 6.04648494720459, 7.80665922164917, 6.167578220367432, 6.278850555419922, 5.431216239929199, 6.46719217300415, 5.185739994049072, 5.379849433898926, 7.3347954750061035, 6.870213508605957, 7.669118881225586, 5.460916996002197, 7.911040306091309, 9.52373218536377, 7.540322303771973, 0.03301476687192917, 0.07938853651285172, 0.26743218302726746, 0.07547794282436371, 0.35968315601348877, 0.11148390918970108, 0.5126105546951294, 0.13507254421710968, 0.02415568381547928, 0.08518089354038239, 0.0792059525847435, 0.5539652109146118, 471.93876414115454, 40.11249688546209, 660.0886085206047, 100.25458757319628, 19.69616340193124, 18.89740763825771, 22.211188391016528, 24.578196578211536, 21.882849423014786, 15.334679718270948, 44.99368818570235, 3.751116667434248, 4.328973280658032, 4.195801965469206, 2.670970058694548, 3.566543084047529, 1.7121868315981412, 3.5621446107437276]",0,1,0,0,1,0
"[129.19921875, 0.002044523833319545, 6.744865095242858e-05, 0.9064141511917114, 0.007318115793168545, -203.75912475585938, 138.47703552246094, -18.572484970092773, 16.468002319335938, -9.407959938049316, 13.038888931274414, 22.031307220458984, 10.266828536987305, -15.753186225891113, -1.21473228931427, -3.359694004058838, 9.140374183654785, 4.153174877166748, 4.212012767791748, 1.8259022235870361, 7.393646717071533, 6.1983962059021, 7.11675500869751, -12.083979606628418, -9.68087387084961, 6.6347198486328125, 8.077852249145508, 5.084000587463379, 4.407278060913086, 4.286352157592773, 4.930349349975586, 4.6558709144592285, 4.186280727386475, 4.976701259613037, 4.532883167266846, 4.580060005187988, 5.15752649307251, 4.017810821533203, 5.563387393951416, 5.676663398742676, 4.515790939331055, 4.402136325836182, 3.94232177734375, 4.951481819152832, 5.683006286621094, 0.07638836652040482, 0.04364519193768501, 0.053013600409030914, 0.26280495524406433, 0.5428929924964905, 0.15679602324962616, 0.04881095886230469, 0.13597752153873444, 0.1820542961359024, 0.1065530851483345, 0.25153130292892456, 0.2784689962863922, 1488.924441613636, 109.87801253930819, 1812.9070247680402, 88.38472978489655, 22.902583513088047, 17.25904291122052, 19.418900384698095, 22.919882328364878, 20.354018525841816, 22.10267654952441, 52.303473994969664, 4.292093868645678, 3.3988664461453673, 3.7786970215518063, 2.1308473041845644, 1.726846724607156, 1.3368324630139605, 3.3451948076007962]",0,0,0,1,0,0
